dates,royalties,spotify_m_listeners,spotify_followers,youtube_subscribers,youtube_views,instagram_likes
5/17/2019,668.364,1510151,303106,17500,17424694,0
5/18/2019,637.736,1510151,303824,17500,17424694,0
5/19/2019,584.02,1510151,304530,17500,17424694,0
5/20/2019,619.792,1510151,305037,17500,17424694,0
5/21/2019,649.62,1510151,305668,17500,17424694,0
5/22/2019,657.76,1510151,306255,17500,17424694,0
5/23/2019,657.156,1510151,306853,17500,17424694,0
5/24/2019,673.608,1510151,307341,17500,17424694,0
5/25/2019,617.528,1510151,307829,17500,17424694,0
5/26/2019,574.084,1510151,308247,17500,17424694,0
5/27/2019,587.032,1510151,308667,17500,17424694,0
5/28/2019,615.508,1510151,308998,17500,17424694,0
5/29/2019,626.448,1510151,309412,17500,17424694,0
5/30/2019,632.784,1510151,309829,17500,17424694,0
5/31/2019,638.632,1510151,310242,17500,17424694,0
6/1/2019,591.136,1510151,310649,17500,17424694,0
6/2/2019,557.736,1510151,310980,17500,17424694,0
6/3/2019,591.1,1510151,311296,17500,17424694,0
6/4/2019,641.888,1510151,311615,17500,17424694,0
6/5/2019,631.652,1510151,312014,17500,17424694,0
6/6/2019,618.68,1510151,312377,17500,17424694,0
6/7/2019,615.684,1510151,312765,17500,17424694,0
6/8/2019,588.168,1510151,313148,17500,17424694,0
6/9/2019,544.892,1510151,313507,17500,17424694,0
6/10/2019,569.78,1510151,313847,17500,17424694,0
6/11/2019,586.876,1510151,314234,17500,17424694,0
6/12/2019,589.64,1510151,314633,17500,17424694,0
6/13/2019,574.204,1510151,314995,17500,17424694,0
6/14/2019,597.816,1510151,315362,17500,17424694,0
6/15/2019,563.888,1510151,315709,17500,17424694,0
6/16/2019,600.684,1510151,316023,17500,17424694,0
6/17/2019,631.052,1510151,316381,17500,17424694,0
6/18/2019,624.56,1510151,316727,17500,17424694,0
6/19/2019,622.728,1510151,317176,17500,17424694,0
6/20/2019,621.208,1510151,317634,17500,17424694,0
6/21/2019,635.944,1510151,318039,17500,17424694,0
6/22/2019,596.064,1510151,318422,17500,17424694,0
6/23/2019,562.428,1510151,318758,17500,17424694,0
6/24/2019,596.068,1510151,319094,17500,17424694,0
6/25/2019,589.176,1510151,319418,17500,17424694,0
6/26/2019,580.04,1510151,319728,17500,17424694,0
6/27/2019,594.26,1510151,320001,17500,17424694,0
6/28/2019,593.096,1510151,320292,17500,17424694,0
6/29/2019,570.816,1510151,320590,17500,17424694,0
6/30/2019,547.5,1510151,320858,17500,17424694,0
7/1/2019,590.148,1510151,321162,17500,17424694,0
7/2/2019,587.236,1510151,321438,17500,17424694,0
7/3/2019,598.032,1510151,322364,17500,17424694,0
7/4/2019,754.072,1510151,322692,17500,17424694,0
7/5/2019,573.236,1510151,322982,17500,17424694,0
7/6/2019,534.54,1510151,323297,17500,17424694,0
7/7/2019,539.72,1510151,323642,17500,17424694,0
7/8/2019,583.46,1510151,323997,17500,17424694,0
7/9/2019,577.196,1510151,324363,17500,17424694,0
7/10/2019,591.772,1510151,324760,17500,17424694,0
7/11/2019,611.336,1510151,325183,17500,17424694,0
7/12/2019,619.288,1510151,325587,17500,17424694,0
7/13/2019,609.064,1510151,325989,17500,17424694,0
7/14/2019,585.824,1510151,326388,17500,17424694,0
7/15/2019,612.268,1510151,326825,17500,17424694,0
7/16/2019,597.968,1510151,327261,17500,17424694,0
7/17/2019,606.712,1510151,327641,17500,17424694,0
7/18/2019,589.488,1510151,328045,17500,17424694,0
7/19/2019,601.888,1510151,328480,17500,17424694,0
7/20/2019,600.468,1510151,328935,17500,17424694,0
7/21/2019,570.832,1510151,329312,17500,17424694,0
7/22/2019,617.592,1510151,329694,17500,17424694,0
7/23/2019,623.88,1510151,330083,17500,17424694,0
7/24/2019,647.428,1510151,330438,17500,17424694,0
7/25/2019,628.656,1510151,330861,17500,17424694,0
7/26/2019,657.22,1510151,331269,17500,17424694,0
7/27/2019,629.012,1510151,331703,17500,17424694,0
7/28/2019,614.312,1510151,332117,17500,17424694,0
7/29/2019,659.68,1510151,332488,17500,17424694,0
7/30/2019,682.88,1510151,332812,17500,17424694,0
7/31/2019,676.848,1510151,333162,17500,17424694,0
8/1/2019,672.084,1510151,333438,17500,17424694,0
8/2/2019,691.528,1510151,333766,17500,17424694,0
8/3/2019,661.012,1510151,334112,17500,17424694,0
8/4/2019,628.756,1510151,334441,17500,17424694,0
8/5/2019,655.944,1510151,334759,17500,17424694,0
8/6/2019,669.18,1510151,335084,17500,17424694,0
8/7/2019,652.908,1510151,335359,17500,17424694,0
8/8/2019,677.88,1510151,335632,17500,17424694,0
8/9/2019,671.276,1510151,335973,17500,17424694,0
8/10/2019,646.872,1510151,336298,17500,17424694,0
8/11/2019,628.392,1510151,336613,17500,17424694,0
8/12/2019,656.916,1510151,336887,17500,17424694,0
8/13/2019,656.396,1510151,337180,17500,17424694,0
8/14/2019,645.772,1510151,337491,17500,17424694,0
8/15/2019,640,1510151,337829,17500,17424694,0
8/16/2019,641.464,1510151,338128,17500,17424694,0
8/17/2019,656.208,1510151,338459,17500,17424694,0
8/18/2019,631.672,1510151,338764,17500,17424694,0
8/19/2019,647.344,1510151,339030,17500,17424694,0
8/20/2019,672.324,1510151,339310,17500,17424694,0
8/21/2019,687.628,1510151,339568,17500,17424694,0
8/22/2019,699.072,1510151,339866,17500,17424694,0
8/23/2019,688.18,1510151,340153,17500,17424694,0
8/24/2019,658.92,1510151,340491,17500,17424694,0
8/25/2019,635.956,1510151,340802,17500,17424694,0
8/26/2019,648.752,1510151,341069,17500,17424694,0
8/27/2019,670.388,1510151,341330,17500,17424694,0
8/28/2019,686.104,1510151,341595,17500,17424694,0
8/29/2019,703.588,1510151,341863,17500,17424694,0
8/30/2019,706.236,1510151,342184,17500,17424694,0
8/31/2019,685.052,1510151,342478,17500,17424694,0
9/1/2019,680.46,1510151,342745,17500,17424694,0
9/2/2019,674.228,1510151,342996,17500,17424694,0
9/3/2019,664.744,1510151,343224,17500,17424694,0
9/4/2019,712.372,1510151,343474,17500,17424694,0
9/5/2019,730.152,1510151,343705,17500,17424694,0
9/6/2019,749.944,1510151,344014,17500,17424694,0
9/7/2019,705.18,1510151,344342,17500,17424694,0
9/8/2019,663.984,1510151,344627,17500,17424694,0
9/9/2019,683.088,1510151,344899,17500,17424694,0
9/10/2019,703.776,1510151,345154,17500,17424694,0
9/11/2019,735.94,1510151,345455,17500,17424694,0
9/12/2019,722.516,1510151,345711,17500,17424694,0
9/13/2019,889.728,1510151,346008,17500,17424694,0
9/14/2019,840.596,1510151,346348,17500,17424694,0
9/15/2019,780.724,1510151,346673,17500,17424694,0
9/16/2019,842.936,1510151,346977,17500,17424694,0
9/17/2019,861.232,1510151,347234,17500,17424694,0
9/18/2019,877.98,1510151,347532,17500,17424694,0
9/19/2019,878.888,1510151,347827,17500,17424694,0
9/20/2019,909.288,1510151,348116,17500,17424694,0
9/21/2019,847.456,1510151,348470,17500,17424694,0
9/22/2019,784.804,1510151,348803,17500,17424694,0
9/23/2019,839.244,1510151,349129,17500,17424694,0
9/24/2019,857.408,1510151,349450,17500,17424694,0
9/25/2019,891.9,1510151,349719,17500,17424694,0
9/26/2019,886.46,1510151,350053,17500,17424694,0
9/27/2019,894.264,1510151,350351,17500,17424694,0
9/28/2019,834.236,1510151,350690,17500,17424694,0
9/29/2019,768.264,1510151,350925,17500,17424694,0
9/30/2019,802.956,1510151,351213,17500,17424694,0
10/1/2019,848.912,1510151,351502,17500,17424694,0
10/2/2019,874.124,1510151,351761,17500,17424694,0
10/3/2019,855.632,1510151,352012,17500,17424694,0
10/4/2019,879.82,1510151,352310,17500,17424694,0
10/5/2019,818.76,1510151,352599,17500,17424694,0
10/6/2019,768.772,1510151,352901,17500,17424694,0
10/7/2019,852.472,1510151,353160,17500,17424694,0
10/8/2019,866.232,1510151,353397,17500,17424694,0
10/9/2019,887.316,1510151,353680,17500,17424694,0
10/10/2019,878.8,1510151,353954,17500,17424694,0
10/11/2019,878.512,1510151,354254,17500,17424694,0
10/12/2019,821.532,1510151,354557,17500,17424694,0
10/13/2019,751.704,1510151,354828,17500,17424694,0
10/14/2019,756.676,1510151,355109,17500,17424694,0
10/15/2019,780.188,1510151,355331,17500,17424694,0
10/16/2019,792.016,1510151,355576,17500,17424694,0
10/17/2019,827.264,1510151,355829,17500,17424694,0
10/18/2019,1089.276,1510151,356141,17500,17424694,0
10/19/2019,1031.884,1510151,356437,17500,17424694,0
10/20/2019,966.212,1510151,356769,17500,17424694,0
10/21/2019,1038.324,1510151,357069,17500,17424694,0
10/22/2019,1022.156,1510151,357340,17500,17424694,0
10/23/2019,1048.548,1510151,357656,17500,17424694,0
10/24/2019,1052.024,1510151,357962,17500,17424694,0
10/25/2019,1032.552,1510151,358240,17500,17424694,0
10/26/2019,932,1510151,358529,17500,17424694,0
10/27/2019,899.86,1510151,358767,17500,17424694,0
10/28/2019,950.128,1510151,359038,17500,17424694,0
10/29/2019,970.672,1510151,359332,17500,17424694,0
10/30/2019,985.468,1510151,359587,17500,17424694,0
10/31/2019,981.108,1510151,359826,17500,17424694,0
11/1/2019,973.128,1510151,360132,17500,17424694,0
11/2/2019,937.004,1510151,360430,17500,17424694,0
11/3/2019,876.996,1510151,360683,17500,17424694,0
11/4/2019,937.62,1510151,360935,17500,17424694,0
11/5/2019,944.816,1510151,361187,17500,17424694,0
11/6/2019,934.276,1510151,361453,17500,17424694,0
11/7/2019,923.32,1510151,361717,17500,17424694,0
11/8/2019,971.432,1510151,362020,17500,17424694,0
11/9/2019,887.624,1510151,362355,17500,17424694,0
11/10/2019,789.648,1510151,362621,17500,17424694,0
11/11/2019,834.704,1510151,362874,17500,17424694,0
11/12/2019,850.436,1510151,363126,17500,17424694,0
11/13/2019,860.864,1510151,363387,17500,17424694,0
11/14/2019,880.62,1510151,363641,17500,17424694,0
11/15/2019,887.356,1510151,363921,17500,17424694,0
11/16/2019,846.556,1510151,364199,17500,17424694,0
11/17/2019,766.276,1510151,364476,17500,17424694,0
11/18/2019,817.644,1510151,364740,17500,17424694,0
11/19/2019,832.82,1510151,364965,17500,17424694,0
11/20/2019,843.976,1510151,365261,17500,17424694,0
11/21/2019,860.564,1510151,365519,17500,17424694,0
11/22/2019,851.28,1510151,365804,17500,17424694,0
11/23/2019,814.504,1510151,366071,17500,17424694,0
11/24/2019,770.336,1510151,366271,17500,17424694,0
11/25/2019,811.296,1510151,366533,17500,17424694,0
11/26/2019,822.388,1510151,366760,17500,17424694,0
11/27/2019,823.376,1510151,367020,17500,17424694,0
11/28/2019,798.748,1510151,367270,17500,17424694,0
11/29/2019,801.996,1510151,367523,17500,17424694,0
11/30/2019,799.312,1510151,367790,17500,17424694,0
12/1/2019,760.184,1510151,368032,17500,17424694,0
12/2/2019,806.572,1510151,368229,17500,17424694,0
12/3/2019,836.02,1510151,368472,17500,17424694,0
12/4/2019,870.432,1510151,368736,17500,17424694,0
12/5/2019,921.596,1510151,369136,17500,17424694,0
12/6/2019,916.896,1510151,369547,17500,17424694,0
12/7/2019,867.428,1510151,369888,17500,17424694,0
12/8/2019,810.14,1510151,370207,17500,17424694,0
12/9/2019,867.18,1510151,370544,17500,17424694,0
12/10/2019,915.792,1510151,370822,17500,17424694,0
12/11/2019,958.3,1510151,371174,17500,17424694,0
12/12/2019,975.716,1510151,371461,17500,17424694,0
12/13/2019,1034.596,1510151,371794,17500,17424694,0
12/14/2019,957.424,1510151,372100,17500,17424694,0
12/15/2019,916.644,1510151,372408,17500,17424694,0
12/16/2019,990.048,1510151,372694,17500,17424694,0
12/17/2019,997.324,1510151,373008,17500,17424694,0
12/18/2019,1032.148,1510151,373397,17500,17424694,0
12/19/2019,1032.96,1510151,373662,17500,17424694,0
12/20/2019,1067.104,1510151,373998,17500,17424694,0
12/21/2019,997.112,1510151,374292,17500,17424694,0
12/22/2019,940.136,1510151,374604,17500,17424694,0
12/23/2019,979.644,1510151,374925,17500,17424694,0
12/24/2019,939.86,1510151,375318,17500,17424694,0
12/25/2019,870.256,1510151,375825,17500,17424694,0
12/26/2019,999.9,1510151,376261,17500,17424694,0
12/27/2019,1074.656,1510151,376656,17500,17424694,0
12/28/2019,1036.316,1510151,377021,17500,17424694,0
12/29/2019,995.604,1510151,377376,17500,17424694,0
12/30/2019,1048.86,1510151,377745,17500,17424694,0
12/31/2019,1036.088,1510151,378072,17500,17424694,0
1/1/2020,913.132,1510151,378373,17500,17424694,0
1/2/2020,1013.168,1510151,378689,17500,17424694,0
1/3/2020,1026.544,1510151,379022,17500,17424694,0
1/4/2020,987.912,1510151,379373,17500,17424694,0
1/5/2020,943.6,1510151,379758,17500,17424694,0
1/6/2020,1042.704,1510151,380104,17500,17424694,0
1/7/2020,1059.664,1510151,380408,17500,17424694,0
1/8/2020,1081.008,1510151,380803,17500,17424694,0
1/9/2020,1110.776,1510151,381182,17500,17424694,0
1/10/2020,1153.484,1510151,381585,17500,17424694,0
1/11/2020,1076.904,1510151,381970,17500,17424694,0
1/12/2020,1021.432,1510151,382373,17500,17424694,0
1/13/2020,1121.24,1510151,382720,17500,17424694,0
1/14/2020,1169.4,1510151,383008,17500,17424694,0
1/15/2020,1160.556,1510151,383387,17500,17424694,0
1/16/2020,1151.356,1510151,383722,17500,17424694,0
1/17/2020,1134.116,1510151,384089,17500,17424694,0
1/18/2020,1056.728,1510151,384512,17500,17424694,0
1/19/2020,984.428,1510151,384896,17500,17424694,0
1/20/2020,1012.408,1510151,385215,17500,17424694,0
1/21/2020,1064.04,1510151,385546,17500,17424694,0
1/22/2020,1054.52,1510151,385918,17500,17424694,0
1/23/2020,1174.476,1510151,386282,17500,17424694,0
1/24/2020,1561.676,1510151,386781,17500,17424694,0
1/25/2020,1376.196,1510151,387265,17500,17424694,0
1/26/2020,1249.092,1510151,387688,17500,17424694,0
1/27/2020,1346.164,1510151,388083,17500,17424694,0
1/28/2020,1361.976,1510151,388505,17500,17424694,0
1/29/2020,1416.172,1510151,388907,17500,17424694,0
1/30/2020,1420.32,1510151,389370,17500,17424694,0
1/31/2020,1423.208,1510151,389891,17500,17424694,0
2/1/2020,1291.744,1510151,390330,17500,17424694,0
2/2/2020,1213.116,1510151,390752,17500,17424694,0
2/3/2020,1258.88,1510151,391116,17500,17424694,0
2/4/2020,1291.808,1510151,391518,17500,17424694,0
2/5/2020,1309.496,1510151,391854,17500,17424694,0
2/6/2020,1330.304,1510151,392232,17500,17424694,0
2/7/2020,1339.468,1510151,392635,17500,17424694,0
2/8/2020,1218.792,1510151,393108,17500,17424694,0
2/9/2020,1127.42,1510151,393507,17500,17424694,0
2/10/2020,1222.308,1510151,393862,17500,17424694,0
2/11/2020,1224.208,1510151,394310,17500,17424694,0
2/12/2020,1237.048,1510151,394689,17500,17424694,0
2/13/2020,1230.78,1510151,395050,17500,17424694,0
2/14/2020,1233.464,1510151,395434,17500,17424694,0
2/15/2020,1166.096,1510151,395887,17500,17424694,0
2/16/2020,1080.136,1510151,396294,17500,17424694,0
2/17/2020,1131.656,1510151,396706,17500,17424694,0
2/18/2020,1159.32,1510151,397082,17500,17424694,0
2/19/2020,1190.152,1510151,397485,17500,17424694,0
2/20/2020,1247.376,1510151,397939,17500,17424694,0
2/21/2020,1360.428,1510151,398431,17500,17424694,0
2/22/2020,1262.824,1510151,398927,17500,17424694,0
2/23/2020,1160.116,1510151,399331,17500,17424694,0
2/24/2020,1269.86,1510151,399733,17500,17424694,0
2/25/2020,1285.416,1510151,400183,17500,17424694,0
2/26/2020,1308.96,1510151,400574,17500,17424694,0
2/27/2020,1318.208,1510151,401024,17500,17424694,0
2/28/2020,1301.108,1510151,401482,17500,17424694,0
2/29/2020,1228.528,1510151,401971,17500,17424694,0
3/1/2020,1133.244,1510151,402427,17500,17424694,0
3/2/2020,1184.808,1510151,402780,17500,17424694,0
3/3/2020,1214.92,1510151,403222,17500,17424694,0
3/4/2020,1225.844,1510151,403641,17500,17424694,0
3/5/2020,1222.948,1510151,404065,17500,17424694,0
3/6/2020,1075.208,1510151,404726,17500,17424694,0
3/7/2020,922.864,1510151,405147,17500,17424694,0
3/8/2020,881.04,1510151,405504,17500,17424694,0
3/9/2020,953.928,1510151,405849,17500,17424694,0
3/10/2020,949.108,1510151,406148,17500,17424694,0
3/11/2020,955.384,1510151,406510,17500,17424694,0
3/12/2020,970.256,1510151,406918,17500,17424694,0
3/13/2020,947.48,1510151,407407,17500,17424694,0
3/14/2020,878.604,1510151,407828,17500,17424694,0
3/15/2020,838.004,1510151,408322,17500,17424694,0
3/16/2020,883.604,1510151,408764,17500,17424694,0
3/17/2020,908.992,1510151,409168,17500,17424694,0
3/18/2020,889.152,1510151,409679,17500,17424694,0
3/19/2020,900.18,1510151,410115,17500,17424694,0
3/20/2020,885.28,1510151,410578,17500,17424694,0
3/21/2020,850.472,1510151,410983,17500,17424694,0
3/22/2020,836.72,1510151,411384,17500,17424694,0
3/23/2020,857.04,1510151,411786,17500,17424694,0
3/24/2020,867.252,1510151,412169,17500,17424694,0
3/25/2020,851.072,1510151,412613,17500,17424694,0
3/26/2020,857.16,1510151,413100,17500,17424694,0
3/27/2020,1211.804,1510151,413690,17500,17424694,0
3/28/2020,1054.668,1510151,414187,17500,17424694,0
3/29/2020,983.396,1510151,414718,17500,17424694,0
3/30/2020,1033.36,1510151,415163,17500,17424694,0
3/31/2020,1012.048,1510151,415716,17500,17424694,0
4/1/2020,1006.424,1510151,416276,17500,17424694,0
4/2/2020,1039.776,1510151,416869,17500,17424694,0
4/3/2020,1006.268,1510151,417408,17500,17424694,0
4/4/2020,938.264,1510151,417904,17500,17424694,0
4/5/2020,910.256,1510151,418443,17500,17424694,0
4/6/2020,919.692,1510151,418918,17500,17424694,0
4/7/2020,902.94,1510151,419419,17500,17424694,0
4/8/2020,926.06,1510151,419885,17500,17424694,0
4/9/2020,945.088,1510151,420428,17500,17424694,0
4/10/2020,934.452,1510151,421025,17500,17424694,0
4/11/2020,907.616,1510151,421489,17500,17424694,0
4/12/2020,870.556,1510151,421981,17500,17424694,0
4/13/2020,905.176,1510151,422472,17500,17424694,0
4/14/2020,932.872,1510151,423015,17500,17424694,0
4/15/2020,922,1510151,423515,17500,17424694,0
4/16/2020,911.096,1514542,424048,17500,17424694,0
4/17/2020,878.548,1514542,424564,17500,17424694,0
4/18/2020,858.448,1517123,425030,17500,17424694,0
4/19/2020,835.464,1521283,425439,17500,17424694,0
4/20/2020,872.772,1521283,425884,17500,17424694,0
4/21/2020,856.416,1523034,426408,17500,17424694,0
4/22/2020,867.824,1532004,426863,17500,17424694,0
4/23/2020,874.308,1538234,427350,17500,17424694,0
4/24/2020,829.78,1538234,427874,17500,17424694,0
4/25/2020,781.828,1544161,428325,17500,17424694,0
4/26/2020,771.164,1516163,428768,17500,17424694,0
4/27/2020,818.336,1516163,429199,17500,17424694,0
4/28/2020,815.296,1507032,429600,17500,17424694,0
4/29/2020,805.244,1498673,429146,17500,17424694,0
4/30/2020,829.952,1489584,423439,17500,17424694,0
5/1/2020,808.744,1466749,423908,17500,17424694,0
5/2/2020,761.74,1466749,424324,17500,17424694,0
5/3/2020,744.54,1448938,424741,17500,17424694,0
5/4/2020,776.328,1448938,425208,17500,17424694,0
5/5/2020,791.124,1435784,425694,17500,17424694,0
5/6/2020,777.336,1435784,426183,17500,17424694,0
5/7/2020,766.804,1432682,426741,17500,17424694,0
5/8/2020,791.172,1426353,427251,17500,17424694,0
5/9/2020,758.704,1410050,427714,17500,17424694,0
5/10/2020,733.324,1410050,428189,17500,17424694,0
5/11/2020,777.764,1394672,428611,17500,17424694,0
5/12/2020,769.312,1394672,429064,17500,17424694,0
5/13/2020,795.016,1388876,429522,17500,17424694,0
5/14/2020,802.04,1380763,430035,17500,17424694,0
5/15/2020,785.776,1368598,430530,17500,17424694,0
5/16/2020,734.736,1368598,431017,17500,17424694,0
5/17/2020,722.044,1364325,431464,17500,17424694,0
5/18/2020,771.24,1351644,431844,17500,17424694,0
5/19/2020,782.248,1345687,433222,17500,17424694,0
5/20/2020,802.336,1345687,434061,17500,17424694,0
5/21/2020,792.84,1341980,434504,17500,17424694,0
5/22/2020,787.456,1337055,434978,17500,17424694,0
5/23/2020,750.284,1323913,435448,17500,17424694,0
5/24/2020,719.108,1321738,435900,17500,17424694,0
5/25/2020,729.256,1321738,436332,17500,17424694,0
5/26/2020,759.544,1317443,436777,17500,17424694,0
5/27/2020,763.236,1310507,437276,17500,17424694,0
5/28/2020,763.584,1301176,437794,17500,17424694,0
5/29/2020,749.484,1301176,438295,17500,17424694,0
5/30/2020,710.624,1295113,438753,17500,17424694,0
5/31/2020,692.564,1284074,439141,17500,17424694,0
6/1/2020,718.876,1284074,439580,17500,17424694,0
6/2/2020,729.516,1284074,440049,17500,17424694,0
6/3/2020,735.06,1284074,440560,17500,17424694,0
6/4/2020,774.792,1264735,441049,17500,17424694,0
6/5/2020,1139.78,1259963,441595,17500,17424694,0
6/6/2020,1021.856,1258162,442103,17500,17424694,0
6/7/2020,956.236,1285395,442621,17500,17424694,0
6/8/2020,1020.036,1293326,443093,17500,17424694,0
6/9/2020,986.08,1293326,443658,17500,17424694,0
6/10/2020,988.316,1313443,444146,17500,17424694,0
6/11/2020,962.948,1313443,444650,17500,17424694,0
6/12/2020,927.348,1326592,445140,17500,17424694,0
6/13/2020,849.224,1329690,445592,17500,17424694,0
6/14/2020,813.424,1329690,446028,17500,17424694,0
6/15/2020,851,1332683,446478,17500,17424694,0
6/16/2020,844.436,1332683,446958,17500,17424694,0
6/17/2020,821.544,1335746,447361,17500,17424694,0
6/18/2020,836.708,1336300,447866,17500,17424694,0
6/19/2020,819.76,1333938,448345,17500,17424694,0
6/20/2020,767.964,1333022,448757,17500,17424694,0
6/21/2020,746.496,1333022,449145,17500,17424694,0
6/22/2020,783.256,1332369,449653,17500,17424694,0
6/23/2020,776.128,1331643,450070,17500,17424694,0
6/24/2020,765.248,1333999,450472,17500,17424694,0
6/25/2020,770.5,1333774,450847,17500,17424694,0
6/26/2020,771.216,1331611,451317,17500,17424694,0
6/27/2020,740.208,1331611,451792,17500,17424694,0
6/28/2020,719.54,1333011,452166,17500,17424694,0
6/29/2020,748.468,1334124,452584,17500,17424694,0
6/30/2020,751.508,1336554,452969,17500,17424694,0
7/1/2020,764.68,1341150,453331,17500,17424694,0
7/2/2020,777.804,1342844,453785,17500,17424694,0
7/3/2020,746.84,1344014,454228,17500,17424694,0
7/4/2020,700.876,1344036,454639,17500,17424694,0
7/5/2020,684.32,1324347,454989,17500,17424694,0
7/6/2020,757.508,1301487,455393,17500,17424694,0
7/7/2020,767.588,1301487,455753,17500,17424694,0
7/8/2020,778.848,1291132,456143,17500,17424694,0
7/9/2020,763.168,1273541,456503,17500,17424694,0
7/10/2020,672.512,1273541,456992,17500,17424694,0
7/11/2020,665.248,1265270,457449,17500,17424694,0
7/12/2020,657.652,1247987,457815,17500,17424694,0
7/13/2020,691.916,1247987,458229,17500,17424694,0
7/14/2020,695.028,1242645,458790,17500,17424694,0
7/15/2020,702.444,1235353,459709,17500,17424694,0
7/16/2020,709.732,1229781,460380,17500,17424694,0
7/17/2020,701.224,1219537,460991,17500,17424694,0
7/18/2020,661.272,1219537,461506,17500,17424694,0
7/19/2020,658.8,1214949,461963,17500,17424694,0
7/20/2020,683.152,1209585,462473,17500,17424694,0
7/21/2020,696.4,1209585,462994,17500,17424694,0
7/22/2020,685.648,1207575,463467,17500,17424694,0
7/23/2020,715.388,1208195,463979,17500,17424694,0
7/24/2020,702.728,1209931,464453,17500,17424694,0
7/25/2020,663.912,1213612,464851,17500,17424694,0
7/26/2020,650.856,1213612,465210,17500,17424694,0
7/27/2020,696.452,1214691,465620,17500,17424694,0
7/28/2020,679.692,1219220,466058,17500,17424694,0
7/29/2020,672.772,1219220,466471,17500,17424694,0
7/30/2020,706.388,1218779,466834,17500,17424694,0
7/31/2020,712.272,1216920,467203,17500,17424694,0
8/1/2020,692.564,1220155,467570,17500,17424694,0
8/2/2020,674.748,1220155,467938,17500,17424694,0
8/3/2020,712.412,1223640,468314,17500,17424694,0
8/4/2020,698.072,1228028,468715,17500,17424694,0
8/5/2020,697.688,1228928,469150,17500,17424694,0
8/6/2020,698.108,1228928,469532,17500,17424694,0
8/7/2020,682.868,1221317,469927,17500,17424694,0
8/8/2020,664.856,1222876,470280,17500,17424694,0
8/9/2020,650.84,1223666,470658,17500,17424694,0
8/10/2020,682.404,1223666,471033,17500,17424694,0
8/11/2020,669.232,1223833,471441,17500,17424694,0
8/12/2020,685.548,1226200,471842,17500,17424694,0
8/13/2020,687.584,1227032,472245,17500,17424694,0
8/14/2020,677.236,1227012,472820,17500,17424694,0
8/15/2020,653.64,1225701,473000,17500,17424694,0
8/16/2020,629.82,1222876,473353,17500,17424694,0
8/17/2020,656.5,1221529,473784,17500,17424694,0
8/18/2020,656.084,1216441,474122,17500,17424694,0
8/19/2020,649.312,1211994,474495,17500,17424694,0
8/20/2020,651.104,1207062,474857,17500,17424694,0
8/21/2020,642.228,1203379,475488,17500,17424694,0
8/22/2020,628.86,1195741,475553,17500,17424694,0
8/23/2020,606.284,1185587,475862,17500,17424694,0
8/24/2020,636.684,1181229,476235,17500,17424694,0
8/25/2020,646.392,1175875,476602,17500,17424694,0
8/26/2020,642.704,1164425,476937,17500,17424694,0
8/27/2020,642.068,1164425,477247,17500,17424694,0
8/28/2020,650.252,1159993,477604,17500,17424694,0
8/29/2020,607.664,1152589,477904,17500,17424694,0
8/30/2020,596.676,1145889,478247,17500,17424694,0
8/31/2020,625.876,1138344,478615,17500,17424694,0
9/1/2020,626.424,1130561,478950,17500,17424694,0
9/2/2020,634.932,1123308,479305,17500,17424694,0
9/3/2020,627.42,1117547,479665,17500,17424694,0
9/4/2020,638.968,1112152,480039,17500,17424694,0
9/5/2020,600.38,1107734,480389,17500,17424694,0
9/6/2020,565.232,1101131,480685,17500,17424694,0
9/7/2020,589.112,1086171,481003,17500,17424694,0
9/8/2020,605.568,1086171,481346,17500,17424694,0
9/9/2020,617.428,1078594,481653,17500,17424694,0
9/10/2020,626.14,1073407,481959,17500,17424694,0
9/11/2020,635.752,1068259,482258,17500,17424694,0
9/12/2020,616.128,1062958,482542,17500,17424694,0
9/13/2020,579.256,1058086,482863,17500,17424694,0
9/14/2020,600.116,1054761,483159,17500,17744966,0
9/15/2020,618.476,1051485,483480,17500,17744966,0
9/16/2020,629.096,1048626,483792,17500,17744966,0
9/17/2020,619.86,1045453,484098,17500,17744966,0
9/18/2020,630.592,1042495,484412,17500,17744966,0
9/19/2020,609.92,1039462,484712,17500,17744966,0
9/20/2020,582.728,1039462,485002,17500,17755086,0
9/21/2020,609.248,1035924,485339,17500,17755086,0
9/22/2020,618.58,1032685,485686,17500,17755086,0
9/23/2020,611.26,1029125,486004,17500,17755086,0
9/24/2020,617.188,1029125,486347,17500,17755086,0
9/25/2020,748.688,1026886,486673,17500,17755086,0
9/26/2020,691.932,1024421,486993,17500,17755086,0
9/27/2020,649.256,1026215,487263,17500,17755086,0
9/28/2020,664.588,1023990,487601,17500,17755086,0
9/29/2020,658.776,1023990,487906,17500,17755086,0
9/30/2020,669.084,1022178,488186,17500,17755086,0
10/1/2020,687.188,1020110,488497,17500,17755086,0
10/2/2020,691.756,1019285,488855,17500,17755086,0
10/3/2020,654.624,1021161,489177,17500,17755086,0
10/4/2020,612.38,1024819,489485,17500,17755086,0
10/5/2020,640.932,1028453,489777,17500,17755086,0
10/6/2020,644.556,1032399,490117,17500,17755086,0
10/7/2020,650.432,1035935,490527,17500,17755086,0
10/8/2020,657.636,1038969,490876,17500,17755086,0
10/9/2020,671.38,1040924,491240,17500,17755086,0
10/10/2020,636.704,1042993,491577,17500,17755086,0
