dates,royalties,spotify_m_listeners,spotify_followers,youtube_subscribers,youtube_views,instagram_followers,twitter_followers
5/23/2019,0.608,2555,8761,42,5298,18308,1426
5/24/2019,0.74,2518,8761,42,5305,18306,1425
5/25/2019,0.668,2482,8761,42,5314,18327,1425
5/26/2019,0.592,2447,8760,42,5324,18347,1424
5/27/2019,0.684,2411,8760,42,5331,18345,1424
5/28/2019,0.744,2393,8760,42,5343,18342,1424
5/29/2019,0.836,2375,8759,42,5348,18340,1424
5/30/2019,0.692,2357,8759,42,5353,18337,1424
5/31/2019,0.78,2339,8758,42,5357,18335,1424
6/1/2019,0.644,2311,8758,42,5367,18333,1425
6/2/2019,0.688,2282,8758,42,5378,18341,1425
6/3/2019,0.564,2254,8757,42,5387,18348,1425
6/4/2019,0.68,2225,8757,42,5392,18343,1425
6/5/2019,0.908,2197,8757,42,5402,18338,1424
6/6/2019,0.88,2201,8757,43,5407,18340,1424
6/7/2019,0.932,2205,8758,43,5413,18342,1425
6/8/2019,1.02,2209,8758,43,5416,18337,1424
6/9/2019,0.548,2219,8757,43,5426,18331,1424
6/10/2019,0.58,2229,8757,43,5433,18333,1424
6/11/2019,0.588,2239,8756,43,5443,18334,1424
6/12/2019,0.76,2244,8756,43,5452,18333,1423
6/13/2019,0.864,2250,8756,43,5458,18332,1424
6/14/2019,1.056,2255,8756,43,5475,18335,1423
6/15/2019,0.684,2280,8755,43,5481,18337,1423
6/16/2019,0.52,2304,8754,43,5489,18339,1424
6/17/2019,0.648,2329,8753,43,5497,18341,1424
6/18/2019,0.788,2321,8755,43,5508,18339,1424
6/19/2019,0.7,2331,8755,44,5513,18336,1424
6/20/2019,0.764,2338,8754,44,5519,18339,1424
6/21/2019,0.676,2351,8753,44,5525,18341,1424
6/22/2019,0.788,2373,8753,44,5529,18339,1424
6/23/2019,0.572,2371,8755,44,5533,18337,1423
6/24/2019,0.664,2388,8754,44,5536,18334,1422
6/25/2019,0.636,2380,8754,44,5548,18330,1421
6/26/2019,0.664,2381,8753,44,5553,18332,1420
6/27/2019,0.816,2373,8753,44,5557,18333,1419
6/28/2019,0.704,2373,8753,44,5566,18331,1419
6/29/2019,0.696,2367,8752,44,5572,18329,1420
6/30/2019,0.476,2358,8752,44,5579,18325,1420
7/1/2019,0.496,2350,8752,44,5585,18320,1420
7/2/2019,0.732,2337,8752,45,5594,18323,1420
7/3/2019,0.688,2308,8753,45,5596,18326,1421
7/4/2019,0.616,2288,8752,45,5605,18329,1421
7/5/2019,1.124,2272,8752,45,5615,18331,1423
7/6/2019,0.76,2268,8753,45,5623,18334,1422
7/7/2019,0.576,2236,8752,45,5633,18337,1421
7/8/2019,0.584,2186,8752,45,5637,18340,1422
7/9/2019,0.472,2175,8754,45,5650,18343,1421
7/10/2019,0.416,2159,8754,45,5658,18346,1421
7/11/2019,0.464,2148,8754,45,5666,18349,1421
7/12/2019,0.564,2123,8754,45,5672,18351,1421
7/13/2019,0.48,2073,8755,45,5682,18354,1421
7/14/2019,0.408,2011,8755,45,5687,18357,1421
7/15/2019,0.388,1987,8755,45,5690,18360,1421
7/16/2019,0.42,1968,8755,45,5709,18363,1421
7/17/2019,0.524,1932,8754,45,5718,18366,1422
7/18/2019,0.492,1901,8754,45,5722,18368,1423
7/19/2019,0.556,1881,8754,45,5729,18371,1423
7/20/2019,0.348,1861,8755,45,5747,18374,1422
7/21/2019,0.34,1841,8755,45,5755,18377,1423
7/22/2019,0.468,1787,8755,45,5763,18387,1423
7/23/2019,0.512,1762,8755,45,5777,18503,1424
7/24/2019,0.344,1752,8755,45,5779,18517,1424
7/25/2019,0.476,1757,8755,45,5784,18527,1424
7/26/2019,0.48,1740,8756,45,5789,18541,1421
7/27/2019,0.32,1732,8756,45,5791,18548,1421
7/28/2019,0.356,1721,8756,45,5796,18547,1421
7/29/2019,0.34,1694,8756,45,5806,18550,1420
7/30/2019,0.404,1682,8756,45,5812,18553,1420
7/31/2019,0.452,1680,8755,45,5820,18544,1421
8/1/2019,0.46,1677,8755,45,5825,18619,1421
8/2/2019,0.58,1667,8756,45,5840,18694,1423
8/3/2019,0.568,1671,8756,45,5845,18757,1421
8/4/2019,0.496,1665,8758,45,5850,18813,1421
8/5/2019,0.512,1651,8760,45,5857,19293,1420
8/6/2019,0.656,1664,8760,45,5865,19490,1420
8/7/2019,0.468,1663,8760,45,5872,19666,1420
8/8/2019,0.472,1681,8760,45,5881,19737,1420
8/9/2019,0.544,1671,8760,45,5889,19767,1420
8/10/2019,0.5,1666,8758,45,5897,19771,1420
8/11/2019,0.4,1661,8758,45,5909,19795,1419
8/12/2019,0.46,1671,8758,47,5917,19820,1418
8/13/2019,0.54,1674,8759,47,5924,19829,1418
8/14/2019,0.484,1688,8759,47,5933,19831,1399
8/15/2019,0.636,1688,8760,47,5940,19848,1418
8/16/2019,0.384,1688,8760,47,5945,19864,1418
8/17/2019,0.38,1698,8759,47,5948,19881,1418
8/18/2019,0.392,1674,8760,48,5952,19893,1417
8/19/2019,0.416,1679,8760,48,5955,19917,1417
8/20/2019,0.572,1683,8762,48,5965,19941,1399
8/21/2019,0.668,1667,8762,48,5966,19961,1398
8/22/2019,0.44,1664,8762,48,5968,19967,1416
8/23/2019,0.464,1669,8762,48,5973,19973,1416
8/24/2019,0.4,1654,8760,48,5976,19978,1416
8/25/2019,0.512,1632,8760,48,5979,19984,1416
8/26/2019,0.604,1628,8761,48,5981,19990,1416
8/27/2019,0.412,1633,8761,48,5992,19990,1415
8/28/2019,0.412,1638,8762,48,6000,19991,1396
8/29/2019,0.704,1615,8761,48,6002,19991,1416
8/30/2019,0.468,1601,8761,48,6008,20000,1417
8/31/2019,0.452,1589,8761,48,6012,20008,1418
9/1/2019,0.456,1581,8760,48,6017,20017,1418
9/2/2019,0.472,1557,8759,48,6021,19991,1418
9/3/2019,0.424,1550,8759,48,6024,20019,1417
9/4/2019,0.412,1540,8761,48,6032,20025,1417
9/5/2019,0.66,1514,8761,48,6040,20022,1417
9/6/2019,0.512,1517,8762,48,6045,20028,1418
9/7/2019,0.44,1526,8761,48,6048,20027,1418
9/8/2019,0.404,1509,8759,48,6051,20027,1418
9/9/2019,0.376,1497,8759,48,6059,20027,1418
9/10/2019,0.404,1497,8759,48,6073,20031,1417
9/11/2019,0.52,1504,8758,48,6079,20031,1399
9/12/2019,0.444,1508,8758,48,6088,20030,1418
9/13/2019,0.444,1516,8758,48,6096,20028,1418
9/14/2019,0.528,1512,8758,48,6102,20028,1418
9/15/2019,0.38,1508,8757,48,6106,20046,1418
9/16/2019,0.464,1531,8757,48,6115,20063,1418
9/17/2019,0.52,1528,8757,48,6124,20069,1418
9/18/2019,0.468,1544,8757,48,6129,20076,1400
9/19/2019,0.372,1542,8757,48,6131,20068,1419
9/20/2019,0.48,1534,8756,48,6132,22035,1421
9/21/2019,0.396,1528,8756,48,6139,24002,1421
9/22/2019,0.456,1530,8757,48,6147,24002,1421
9/23/2019,0.508,1533,8757,49,6162,24002,1423
9/24/2019,0.424,1525,8757,49,6171,27807,1423
9/25/2019,0.516,1532,8757,49,6180,28279,1423
9/26/2019,0.516,1535,8758,49,6189,28750,1423
9/27/2019,0.44,1540,8758,49,6201,28646,1422
9/28/2019,0.492,1549,8760,49,6207,29057,1423
9/29/2019,0.34,1532,8760,49,6218,29057,1423
9/30/2019,0.464,1547,8760,49,6219,29121,1423
10/1/2019,0.396,1535,8758,49,6226,29121,1424
10/2/2019,0.44,1545,8757,49,6230,29121,1424
10/3/2019,0.492,1548,8757,49,6235,29274,1424
10/4/2019,0.9,1548,8757,49,6239,29323,1425
10/5/2019,0.72,1537,8758,50,6243,29323,1425
10/6/2019,0.512,1576,8759,50,6248,29337,1425
10/7/2019,0.624,1574,8759,50,6250,29350,1425
10/8/2019,0.52,1563,8759,50,6256,29372,1426
10/9/2019,0.536,1568,8759,50,6257,29350,1426
10/10/2019,0.528,1562,8758,50,6289,29382,1426
10/11/2019,0.5,1562,8758,50,6312,29414,1426
10/12/2019,0.46,1562,8759,50,6333,29446,1426
10/13/2019,0.348,1562,8759,50,6354,29478,1426
10/14/2019,0.596,1562,8759,50,6363,29478,1426
10/15/2019,0.564,1554,8760,50,6379,29478,1426
10/16/2019,0.416,1562,8760,50,6385,29586,1427
10/17/2019,0.392,1575,8761,51,6395,29598,1425
10/18/2019,0.48,1571,8761,51,6406,29609,1425
10/19/2019,0.524,1560,8761,51,6416,29621,1425
10/20/2019,0.312,1552,8761,51,6426,29632,1424
10/21/2019,0.432,1558,8761,51,6437,29644,1424
10/22/2019,0.44,1542,8761,51,6447,29656,1424
10/23/2019,0.388,1527,8761,51,6456,29667,1424
10/24/2019,0.544,1530,8761,51,6463,29679,1424
10/25/2019,0.516,1525,8761,51,6473,29690,1424
10/26/2019,0.568,1529,8762,51,6479,29702,1424
10/27/2019,0.32,1540,8761,51,6487,29766,1424
10/28/2019,0.552,1523,8761,51,6496,29777,1422
10/29/2019,0.5,1515,8762,51,6505,29796,1425
10/30/2019,0.552,1497,8762,51,6510,29814,1425
10/31/2019,0.492,1493,8763,51,6541,29822,1424
11/1/2019,0.524,1500,8763,51,6573,29829,1426
11/2/2019,0.512,1500,8764,51,6590,29837,1426
11/3/2019,0.392,1489,8764,51,6615,29837,1429
11/4/2019,0.412,1487,8764,51,6634,29837,1429
11/5/2019,0.4,1479,8762,51,6649,29837,1429
11/6/2019,0.512,1465,8763,51,6668,30069,1410
11/7/2019,0.408,1457,8763,51,6684,30076,1430
11/8/2019,0.524,1456,8764,51,6706,30083,1432
11/9/2019,0.404,1441,8762,51,6720,30087,1432
11/10/2019,0.372,1444,8763,51,6731,30091,1433
11/11/2019,0.572,1440,8763,51,6736,30092,1433
11/12/2019,0.444,1440,8762,51,6746,30092,1432
11/13/2019,0.636,1425,8763,51,6755,30125,1432
11/14/2019,0.4,1408,8765,51,6766,30179,1431
11/15/2019,0.54,1426,8765,51,6776,30232,1432
11/16/2019,0.516,1429,8765,51,6785,30209,1434
11/17/2019,0.404,1412,8765,51,6791,30267,1434
11/18/2019,0.38,1412,8764,51,6801,30290,1434
11/19/2019,0.384,1423,8765,52,6815,30307,1435
11/20/2019,0.436,1420,8766,52,6828,30320,1435
11/21/2019,0.552,1416,8766,52,6832,30332,1436
11/22/2019,0.468,1418,8766,52,6840,30343,1436
11/23/2019,0.564,1426,8767,52,6848,30353,1436
11/24/2019,0.592,1436,8767,52,6858,30364,1436
11/25/2019,0.436,1457,8767,52,6867,30361,1436
11/26/2019,0.472,1470,8767,52,6871,30366,1436
11/27/2019,0.48,1485,8768,52,6889,30396,1437
11/28/2019,0.508,1493,8768,52,6894,30396,1436
11/29/2019,0.448,1509,8768,52,6905,30411,1435
11/30/2019,0.288,1502,8769,52,6914,30470,1435
12/1/2019,0.372,1495,8770,52,6918,30474,1436
12/2/2019,0.408,1485,8770,52,6927,30477,1436
12/3/2019,0.372,1484,8771,52,6936,30481,1435
12/4/2019,0.444,1483,8772,52,6948,30484,1416
12/5/2019,0.4,1484,8772,52,6960,30494,1435
12/6/2019,0.432,1485,8771,52,6972,30504,1435
12/7/2019,0.404,1487,8771,52,6985,30515,1435
12/8/2019,0.444,1488,8771,52,6997,30525,1435
12/9/2019,0.524,1489,8772,52,7009,30535,1435
12/10/2019,0.412,1490,8772,52,7021,30545,1434
12/11/2019,0.348,1503,8771,52,7034,30544,1433
12/12/2019,0.3,1504,8771,53,7047,30583,1434
12/13/2019,0.288,1475,8771,53,7059,30622,1435
12/14/2019,0.284,1469,8771,53,7072,30625,1436
12/15/2019,0.252,1460,8772,53,7078,30628,1436
12/16/2019,0.272,1451,8773,53,7085,30652,1436
12/17/2019,0.348,1440,8773,54,7099,30676,1436
12/18/2019,0.404,1428,8772,54,7102,30675,1436
12/19/2019,0.408,1428,8772,54,7109,30673,1438
12/20/2019,0.38,1444,8772,54,7122,30686,1437
12/21/2019,0.268,1435,8774,54,7135,30710,1437
12/22/2019,0.232,1426,8773,54,7142,30701,1437
12/23/2019,0.264,1396,8773,54,7152,30701,1437
12/24/2019,0.176,1366,8773,54,7158,30696,1437
12/25/2019,0.192,1336,8772,55,7163,30709,1437
12/26/2019,0.16,1306,8772,56,7169,30708,1437
12/27/2019,0.308,1276,8772,56,7173,30705,1437
12/28/2019,0.244,1276,8772,56,7176,31689,1438
12/29/2019,0.332,1279,8772,56,7184,31929,1437
12/30/2019,0.292,1272,8771,56,7192,31963,1435
12/31/2019,0.296,1278,8771,56,7196,31965,1435
1/1/2020,0.176,1262,8772,56,7201,31961,1438
1/2/2020,0.24,1266,8773,56,7218,31959,1437
1/3/2020,0.344,1240,8776,56,7224,31958,1437
1/4/2020,0.308,1239,8776,56,7230,31956,1440
1/5/2020,0.24,1219,8776,57,7235,31954,1440
1/6/2020,0.308,1208,8777,57,7241,31953,1440
1/7/2020,0.28,1194,8777,57,7247,31951,1440
1/8/2020,0.364,1169,8778,57,7254,31949,1441
1/9/2020,0.572,1139,8779,57,7267,31948,1441
1/10/2020,0.504,1142,8781,57,7279,31946,1440
1/11/2020,0.324,1133,8780,57,7290,31946,1440
1/12/2020,0.324,1126,8780,57,7300,31946,1440
1/13/2020,0.432,1121,8780,57,7311,32018,1441
1/14/2020,0.456,1117,8783,57,7321,32019,1441
1/15/2020,0.332,1119,8784,57,7335,32019,1441
1/16/2020,0.44,1110,8784,57,7351,32012,1441
1/17/2020,0.36,1090,8782,57,7366,31992,1441
1/18/2020,0.256,1090,8782,57,7382,31994,1441
1/19/2020,0.224,1089,8782,57,7391,32000,1441
1/20/2020,0.272,1084,8780,57,7399,31989,1441
1/21/2020,0.256,1077,8781,57,7410,31996,1442
1/22/2020,0.308,1069,8782,57,7421,32001,1442
1/23/2020,0.332,1066,8782,57,7431,32010,1442
1/24/2020,0.348,1081,8783,57,7442,32016,1443
1/25/2020,0.38,1104,8784,57,7448,32018,1442
1/26/2020,0.32,1102,8784,57,7455,32020,1442
1/27/2020,0.46,1117,8786,57,7461,32020,1443
1/28/2020,0.364,1118,8787,57,7473,32020,1442
1/29/2020,0.296,1124,8787,57,7482,32020,1441
1/30/2020,0.4,1126,8787,57,7492,32050,1441
1/31/2020,0.384,1127,8786,57,7501,32050,1440
2/1/2020,0.344,1130,8787,57,7515,32050,1440
2/2/2020,0.38,1126,8787,58,7528,32039,1439
2/3/2020,0.228,1138,8788,58,7531,32046,1439
2/4/2020,0.248,1146,8787,58,7543,32051,1439
2/5/2020,0.312,1146,8789,58,7555,32056,1439
2/6/2020,0.352,1147,8790,57,7566,32069,1439
2/7/2020,0.284,1137,8790,57,7578,32089,1438
2/8/2020,0.316,1146,8790,57,7590,32115,1436
2/9/2020,0.216,1151,8789,57,7601,32146,1436
2/10/2020,0.3,1158,8789,57,7611,32156,1436
2/11/2020,0.296,1154,8789,57,7627,32165,1436
2/12/2020,0.3,1146,8787,57,7641,32172,1416
2/13/2020,0.324,1140,8787,58,7657,32171,1435
2/14/2020,0.348,1144,8788,58,7672,32174,1435
2/15/2020,0.276,1144,8787,58,7684,32179,1435
2/16/2020,0.24,1142,8787,58,7690,32186,1435
2/17/2020,0.284,1140,8786,58,7699,32194,1436
2/18/2020,0.176,1148,8787,58,7716,32191,1434
2/19/2020,0.284,1160,8787,58,7725,32176,1434
2/20/2020,0.264,1156,8788,58,7734,32190,1435
2/21/2020,0.304,1152,8787,58,7742,32197,1435
2/22/2020,0.256,1142,8787,58,7751,32201,1436
2/23/2020,0.3,1139,8789,58,7763,32204,1435
2/24/2020,0.264,1125,8789,58,7774,32184,1435
2/25/2020,0.284,1128,8789,58,7780,32183,1436
2/26/2020,0.204,1120,8789,58,7796,32183,1436
2/27/2020,0.248,1113,8789,58,7812,32182,1436
2/28/2020,0.208,1114,8788,58,7828,32180,1436
2/29/2020,0.236,1097,8788,58,7849,32182,1436
3/1/2020,0.216,1086,8789,59,7870,32166,1436
3/2/2020,0.208,1064,8788,59,7891,32169,1436
3/3/2020,0.248,1059,8789,59,7913,32170,1436
3/4/2020,0.388,1053,8789,59,7934,32171,1436
3/5/2020,0.34,1051,8789,60,7955,32171,1436
3/6/2020,0.436,1039,8789,60,7976,32171,1436
3/7/2020,0.376,1039,8789,60,7983,32171,1436
3/8/2020,0.292,1039,8791,61,7988,32171,1436
3/9/2020,0.392,1038,8793,61,7992,32171,1436
3/10/2020,0.336,1047,8793,62,8002,32188,1436
3/11/2020,0.332,1045,8793,62,8012,32190,1436
3/12/2020,0.288,1045,8795,63,8022,32185,1436
3/13/2020,0.352,1030,8795,63,8034,32193,1435
3/14/2020,0.256,1035,8795,63,8045,32198,1435
3/15/2020,0.292,1033,8794,63,8048,32205,1435
3/16/2020,0.22,1031,8795,63,8057,32202,1435
3/17/2020,0.284,1045,8795,63,8066,32206,1435
3/18/2020,0.208,1031,8795,63,8069,32210,1416
3/19/2020,0.332,1021,8796,63,8077,32214,1435
3/20/2020,0.308,1011,8796,63,8085,32225,1436
3/21/2020,0.256,1014,8797,63,8088,32246,1435
3/22/2020,0.352,1018,8798,63,8097,32245,1435
3/23/2020,0.216,1003,8798,63,8108,32273,1436
3/24/2020,0.216,1000,8797,63,8112,32281,1436
3/25/2020,0.216,999,8797,63,8115,32286,1437
3/26/2020,0.256,1006,8799,62,8120,32301,1437
3/27/2020,0.392,1013,8800,62,8126,32317,1437
3/28/2020,0.4,1020,8801,62,8132,32311,1437
3/29/2020,0.432,1028,8802,62,8138,32334,1438
3/30/2020,0.284,1035,8803,62,8143,32356,1439
3/31/2020,0.212,1042,8804,62,8149,32357,1440
4/1/2020,0.312,1042,8806,62,8155,32358,1439
4/2/2020,0.384,1054,8806,62,8160,32349,1440
4/3/2020,2.308,1059,8801,62,8168,32352,1440
4/4/2020,0.756,1081,8803,63,8175,32358,1442
4/5/2020,0.632,1092,8807,63,8182,32375,1442
4/6/2020,0.652,1102,8809,63,8187,32394,1442
4/7/2020,1.172,1102,8809,63,8189,32415,1441
4/8/2020,1.296,1125,8809,63,8201,32422,1441
4/9/2020,1.428,1138,8808,63,8215,32426,1442
4/10/2020,1.268,1156,8810,63,8227,32432,1441
4/11/2020,0.948,1173,8809,63,8237,32447,1442
4/12/2020,1.408,1193,8810,63,8248,32464,1441
4/13/2020,1.14,1221,8812,63,8251,32486,1442
4/14/2020,0.804,1220,8813,63,8261,32505,1442
4/15/2020,0.92,1240,8813,65,8272,32517,1441
4/16/2020,1.004,1253,8815,65,8276,32520,1441
4/17/2020,1.168,1272,8815,65,8282,32535,1442
4/18/2020,1.008,1294,8821,65,8290,32528,1443
4/19/2020,0.764,1303,8824,65,8292,32536,1442
4/20/2020,1.036,1316,8828,65,8299,32566,1442
4/21/2020,1.068,1340,8829,65,8302,32585,1440
4/22/2020,1.388,1357,8833,65,8307,32614,1440
4/23/2020,1.6,1382,8835,65,8314,32621,1441
4/24/2020,1.724,1427,8836,65,8321,32645,1442
4/25/2020,1.664,1448,8835,65,8327,32677,1423
4/26/2020,1.3,1471,8843,65,8331,32692,1442
4/27/2020,0.892,1483,8846,65,8337,32705,1443
4/28/2020,0.652,1502,8847,65,8344,32726,1442
4/29/2020,0.944,1498,8849,65,8353,32754,1423
4/30/2020,1.364,1500,8850,65,8357,32771,1441
5/1/2020,1.34,1506,8304,65,8363,32789,1444
5/2/2020,1.08,1511,4692,65,8367,32802,1444
5/3/2020,1.132,1498,8849,65,8377,32803,1444
5/4/2020,1.012,1498,8849,65,8381,32819,1443
5/5/2020,3.844,1555,4701,65,8385,32807,1443
5/6/2020,4.072,1555,4701,65,8391,32898,1445
5/7/2020,2.124,1555,4701,65,8406,32923,1444
5/8/2020,3.112,1555,4701,66,8417,32950,1444
5/9/2020,1.72,1555,4701,66,8427,32964,1442
5/10/2020,1.312,1909,4724,67,8432,32968,1442
5/11/2020,1.184,1909,4724,67,8433,32992,1442
5/12/2020,1.056,1909,4724,67,8440,33004,1445
5/13/2020,2.856,1909,4724,67,8445,33007,1425
5/14/2020,1.068,1914,4733,67,8451,33022,1448
5/15/2020,2.408,1914,4733,67,8453,33030,1449
5/16/2020,1.572,1914,4733,67,8455,33051,1451
5/17/2020,1.584,1914,4733,67,8462,33068,1457
5/18/2020,1.56,1914,4733,67,8469,33068,1458
5/19/2020,2.024,2329,4748,68,8478,33074,1461
5/20/2020,2.232,2376,4753,68,8484,33103,1462
5/21/2020,3,2329,4748,68,8486,33114,1463
5/22/2020,3.624,2329,4748,68,8493,33140,1463
5/23/2020,1.908,2329,4748,68,8495,33153,1464
5/24/2020,1.24,3184,4758,68,8504,33146,1465
5/25/2020,1.368,3295,4760,68,8507,33140,1464
5/26/2020,1.304,3184,4758,68,8514,33147,1463
5/27/2020,0.88,3439,4760,68,8516,33154,1443
5/28/2020,0.976,3439,4760,68,8522,33164,1462
5/29/2020,1.94,3439,4760,68,8531,33169,1465
5/30/2020,1.184,3439,4760,68,8536,33168,1464
5/31/2020,1.664,3545,4761,68,8542,33178,1465
6/1/2020,2.096,3572,4761,68,8546,33200,1465
6/2/2020,1.784,3572,4761,68,8555,33196,1465
6/3/2020,1.172,3572,4761,68,8556,33210,1465
6/4/2020,1.344,3572,4761,68,8566,33209,1465
6/5/2020,1.592,3572,4761,68,8575,33230,1465
6/6/2020,1.268,4115,4760,68,8583,33231,1467
6/7/2020,3.208,4115,4760,68,8587,33257,1468
6/8/2020,21.076,4115,4760,69,8593,33255,1467
6/9/2020,21.336,4764,4761,69,8603,33252,1467
6/10/2020,9.516,9829,4762,69,8607,33257,1467
6/11/2020,8.36,14963,4763,69,8617,33261,1466
6/12/2020,4.928,14963,4763,69,8620,33271,1466
6/13/2020,1.336,14963,4763,69,8625,33282,1465
6/14/2020,0.856,14963,4763,69,8629,33249,1465
6/15/2020,0.852,14963,4763,69,8631,33262,1463
6/16/2020,0.976,19662,4764,69,8638,33260,1464
6/17/2020,1.332,19662,4764,69,8649,33271,1446
6/18/2020,1.996,19662,4764,69,8654,33294,1464
6/19/2020,1.288,19662,4764,69,8657,33302,1464
6/20/2020,0.856,19308,4772,69,8667,33309,1464
6/21/2020,1.28,19308,4772,69,8670,33309,1465
6/22/2020,1.02,19308,4772,69,8677,33309,1465
6/23/2020,0.924,18768,4777,69,8678,33309,1465
6/24/2020,1.592,19308,4772,69,8688,33362,1446
6/25/2020,1.328,18718,4778,69,8694,33359,1465
6/26/2020,1.256,18718,4778,69,8699,33366,1465
6/27/2020,1.232,18726,4780,69,8701,33375,1465
6/28/2020,0.912,18726,4781,69,8710,33381,1466
6/29/2020,0.804,18644,4783,69,8716,33373,1466
6/30/2020,0.82,18415,4785,69,8720,33372,1465
7/1/2020,0.608,18155,4784,69,8723,33379,1465
7/2/2020,0.884,18155,4784,69,8727,33384,1463
7/3/2020,1.088,18155,4784,69,8730,33388,1462
7/4/2020,0.668,18155,4784,69,8734,33397,1462
7/5/2020,1.12,18155,4784,69,8738,33397,1460
7/6/2020,0.88,17905,4786,69,8741,33394,1462
7/7/2020,0.764,17905,4786,69,8745,33389,1463
7/8/2020,1.22,17905,4786,69,8748,33393,1463
7/9/2020,0.82,17905,4786,69,8752,33387,1463
7/10/2020,1.392,17905,4786,69,8759,33397,1460
7/11/2020,2.424,3169,4788,69,8759,33403,1460
7/12/2020,1.672,3169,4788,69,8763,33395,1461
7/13/2020,1.268,3169,4788,69,8767,33396,1461
7/14/2020,1.648,3169,4788,69,8770,33402,1461
7/15/2020,1.732,3169,4788,70,8775,33400,1462
7/16/2020,0.956,2982,4796,70,8780,33395,1462
7/17/2020,0.8,2982,4796,70,8780,33421,1462
7/18/2020,12.372,3157,4795,70,8797,33412,1463
7/19/2020,29.812,3167,4796,70,8805,33413,1463
7/20/2020,5.584,3157,4795,70,8812,33416,1464
7/21/2020,4.404,3157,4795,70,8816,33417,1464
7/22/2020,4.012,3157,4795,70,8816,33410,1464
7/23/2020,3.808,3167,4796,70,8825,33426,1465
7/24/2020,3.612,12918,4797,70,8832,33446,1465
7/25/2020,3.752,12918,4797,70,8834,33463,1465
7/26/2020,3.86,12918,4797,70,8839,33466,1465
7/27/2020,4.532,14904,4794,70,8846,33466,1465
7/28/2020,5.764,15630,4794,70,8853,33454,1465
7/29/2020,7.76,16470,4794,70,8858,33450,1465
7/30/2020,9.048,17527,4795,70,8858,33443,1465
7/31/2020,10.112,17527,4795,70,8867,33445,1466
8/1/2020,9.104,17527,4795,70,8875,33463,1466
8/2/2020,8.632,17527,4795,71,8875,33468,1466
8/3/2020,8.212,17527,4795,71,8881,33482,1466
8/4/2020,7.832,26384,4796,71,8884,33485,1466
8/5/2020,8.72,26384,4796,71,8906,33489,1465
8/6/2020,9.052,26384,4796,71,8906,33480,1464
8/7/2020,9.452,26384,4796,71,8913,33483,1464
8/8/2020,9.588,33041,4797,71,8917,33490,1464
8/9/2020,10.016,34701,4797,71,8918,33495,1464
8/10/2020,10.332,34701,4797,71,8921,33475,1465
8/11/2020,11.436,34701,4797,71,8935,33482,1465
8/12/2020,11.744,34701,4797,71,8940,33482,1465
8/13/2020,11.396,41852,4798,71,8943,33470,1465
8/14/2020,10.876,43897,4798,71,8945,33474,1465
8/15/2020,10.528,45978,4798,71,8950,33477,1464
8/16/2020,10.536,47848,4801,71,8959,33479,1464
8/17/2020,10.092,47484,4801,71,8961,33475,1465
8/18/2020,10.54,44192,4801,71,8966,33483,1467
8/19/2020,8.752,44792,4804,71,8968,33486,1467
8/20/2020,6.34,45962,4805,71,8971,33484,1466
8/21/2020,5.148,47055,4804,71,8971,33479,1465
8/22/2020,7.472,47625,4804,71,8971,33490,1466
8/23/2020,7.96,47934,4803,71,8971,33503,1467
8/24/2020,8.776,48752,4803,71,8971,33513,1467
8/25/2020,7.404,48752,4803,71,8971,33514,1467
8/26/2020,6.22,48752,4803,71,8990,33521,1467
8/27/2020,5.688,50371,4808,71,8992,33525,1467
8/28/2020,9.148,49984,4812,71,8992,33527,1467
8/29/2020,9.816,49338,4813,71,8999,33529,1467
8/30/2020,7.448,49409,4811,71,9001,33533,1467
8/31/2020,7.784,49627,4812,71,9005,33542,1467
9/1/2020,8.368,49275,4815,71,9013,33537,1467
9/2/2020,10.872,49121,4816,71,9019,33541,1467
9/3/2020,10.788,49237,4819,71,9025,33545,1466
9/4/2020,11.6,49757,4820,71,9034,33541,1466
9/5/2020,11.264,50499,4820,71,9040,33548,1466
9/6/2020,11.148,51439,4822,71,9044,33544,1466
9/7/2020,11.748,52312,4822,71,9048,33542,1467
9/8/2020,10.208,52802,4822,71,9052,33546,1467
9/9/2020,9.956,53362,4824,71,9052,33551,1467
9/10/2020,10.104,53427,4824,71,9058,33562,1467
9/11/2020,11.028,53245,4824,71,9059,33567,1467
9/12/2020,10.412,53043,4824,71,9059,33581,1467
9/13/2020,9.364,53112,4825,71,9061,33580,1466
9/14/2020,7.812,53117,4825,71,9062,33580,1466
9/15/2020,6.768,52917,4825,71,9064,33576,1466
9/16/2020,5.984,52530,4825,71,9071,33573,1466
9/17/2020,6.24,51843,4825,71,9080,33571,1466
9/18/2020,6.124,52530,4825,71,9080,33568,1466
9/19/2020,5.852,51269,4826,71,9100,33574,1466
9/20/2020,5.676,51621,4829,71,9103,33579,1466
9/21/2020,6.064,51520,4829,71,9106,33591,1466
9/22/2020,7.392,51256,4829,71,9111,33614,1466
9/23/2020,7.548,51256,4829,71,9111,33614,1457
9/24/2020,7.512,51470,4831,71,9122,33614,1448
9/25/2020,6.644,52018,4832,71,9132,33614,1465
9/26/2020,6.808,52676,4832,71,9141,33614,1465
9/27/2020,6.408,52247,4834,71,9144,33614,1465
9/28/2020,6.036,51683,4836,71,9148,33614,1465
9/29/2020,6,51470,4832,71,9155,33895,1465
9/30/2020,5.116,51479,4835,71,9171,34177,1465
10/1/2020,4.608,51027,4835,71,9182,34458,1464
